OrderID,Order Date,Location,Order Status,Payment Method,Preparation Start time,Preparation End time,Delivery Start Time,Delivery End Time,Item Quantity,Item,Price of Item,Total Amount,Weekday Classification,Meal Time,Order Time,Stock Out Items,Revenue Loss,Preparation time,Driver Assign Time,Delivery Time,Actual Time,Average Expected Time,Bonus Time,Order Delivery Details
OD0150,11/3/2024,Indiranagar,Delivered,Credit Card,4:39:03 PM,5:02:03 PM,5:04:03 PM,5:19:03 PM,2,Mutton Biryani,390,780,Weekend,Evening,Non-Peak Time,0,0,23,2,15,40,52,5,No issuse
OD1281,11/20/2024,Malleswaram,Delivered,Credit Card,6:50:13 PM,7:06:13 PM,7:08:13 PM,7:27:13 PM,2,Veg Biryani,290,580,Weekday,Evening,Peak time,0,0,16,2,19,37,37,20,No issuse
OD0501,11/8/2024,MG Road,Delivered,COD,1:20:31 PM,1:52:31 PM,1:54:31 PM,2:07:31 PM,2,Pav Bhaji,150,300,Weekend,Noon,Non-Peak Time,0,0,32,2,13,47,42,5,No issuse
OD0903,11/2/2024,Marathahalli,Delivered,Credit Card,6:44:28 PM,7:20:28 PM,7:22:28 PM,8:17:28 PM,1,Burger,210,210,Weekend,Evening,Peak time,0,0,36,2,55,93,28,20,Delayed
OD1631,11/24/2024,Marathahalli,Delivered,UPI,10:00:38 AM,10:22:38 AM,10:24:38 AM,10:46:38 AM,2,Masala Dosa,120,240,Weekend,Morning,Non-Peak Time,0,0,22,2,22,46,24,5,Delayed
OD0502,11/8/2024,BTM Layout,Delivered,Online Payment,6:34:15 PM,6:44:15 PM,6:46:15 PM,7:36:15 PM,2,Mutton Biryani,390,780,Weekend,Evening,Peak time,0,0,10,2,50,62,52,20,No issuse
OD1223,11/19/2024,Marathahalli,Delivered,Online Payment,8:38:25 AM,9:30:25 AM,9:36:25 AM,10:05:25 AM,1,Idli,65,65,Weekday,Morning,Peak time,0,0,52,6,29,87,27,20,Delayed
OD1504,11/23/2024,Jayanagar,Delivered,COD,9:12:36 PM,10:09:36 PM,10:11:36 PM,10:45:36 PM,2,Veg Biryani,290,580,Weekend,Night,Peak time,0,0,57,2,34,93,39,20,Delayed
OD0070,11/2/2024,Whitefield,Delivered,Credit Card,10:45:07 AM,11:38:07 AM,11:39:07 AM,11:53:07 AM,3,Puri Bhaji,150,450,Weekend,Morning,Non-Peak Time,0,0,53,1,14,68,32,5,Delayed
OD1160,11/18/2024,Koramangala,Delivered,Credit Card,2:26:42 PM,2:37:42 PM,2:39:42 PM,2:56:42 PM,2,Chicken Biryani,350,700,Weekday,Noon,Non-Peak Time,0,0,11,2,17,30,42,5,No issuse
OD0568,11/9/2024,Whitefield,Delivered,Online Payment,10:29:01 AM,11:11:01 AM,11:12:01 AM,11:23:01 AM,1,Chole Bhature,200,200,Weekend,Morning,Non-Peak Time,0,0,42,1,11,54,39,5,Delayed
OD0768,11/12/2024,Jayanagar,Delivered,Credit Card,10:32:02 AM,11:24:02 AM,11:29:02 AM,11:40:02 AM,1,Paneer Paratha,160,160,Weekday,Morning,Non-Peak Time,0,0,52,5,11,68,32,5,Delayed
OD0769,11/2/2024,MG Road,Delivered,UPI,3:42:07 PM,4:07:07 PM,4:09:07 PM,4:20:07 PM,1,Hakka Noodles,260,260,Weekend,Evening,Non-Peak Time,0,0,25,2,11,38,38,5,No issuse
OD1282,11/20/2024,Malleswaram,Delivered,UPI,11:21:33 AM,12:03:33 PM,12:05:33 PM,12:15:33 PM,2,Poha,75,150,Weekday,Morning,Non-Peak Time,0,0,42,2,10,54,27,5,Delayed
OD1440,11/22/2024,Indiranagar,Delivered,COD,1:28:18 PM,1:42:18 PM,1:44:18 PM,1:54:18 PM,2,Masala Dosa,120,240,Weekend,Noon,Non-Peak Time,0,0,14,2,10,26,29,5,No issuse
OD2068,11/6/2024,Brigade Road,Delivered,UPI,12:16:37 PM,12:30:37 PM,12:35:37 PM,12:54:37 PM,1,Butter Chicken,315,315,Weekday,Noon,Non-Peak Time,0,0,14,5,19,38,39,5,No issuse
OD2069,11/13/2024,Marathahalli,Delivered,COD,6:33:24 PM,6:46:24 PM,6:48:24 PM,7:30:24 PM,1,Paneer Tikka,180,180,Weekday,Evening,Peak time,0,0,13,2,42,57,33,20,Delayed
OD0967,11/15/2024,BTM Layout,Delivered,COD,8:34:37 PM,8:58:37 PM,9:00:37 PM,9:29:37 PM,4,Butter Naan,40,160,Weekend,Night,Peak time,0,0,24,2,29,55,27,20,Delayed
OD0006,11/1/2024,Malleswaram,Delivered,UPI,5:40:29 PM,5:55:29 PM,5:57:29 PM,6:09:29 PM,1,Hakka Noodles,260,260,Weekend,Evening,Non-Peak Time,0,0,15,2,12,29,28,5,No issuse
OD1567,11/24/2024,MG Road,Delivered,COD,10:34:48 AM,10:54:48 AM,10:56:48 AM,11:10:48 AM,2,Idli,65,130,Weekend,Morning,Non-Peak Time,0,0,20,2,14,36,37,5,No issuse
OD0422,11/7/2024,Jayanagar,Delivered,UPI,8:52:27 PM,9:37:27 PM,9:39:27 PM,10:24:27 PM,2,Idli,65,130,Weekday,Night,Peak time,0,0,45,2,45,92,29,20,Delayed
OD1363,11/21/2024,Malleswaram,Delivered,COD,5:43:32 PM,6:07:32 PM,6:09:32 PM,6:20:32 PM,1,Hakka Noodles,260,260,Weekday,Evening,Non-Peak Time,0,0,24,2,11,37,28,5,Delayed
OD1224,11/9/2024,Jayanagar,Delivered,Online Payment,9:30:38 PM,9:54:38 PM,9:56:38 PM,10:15:38 PM,4,Masala Dosa,120,480,Weekend,Night,Peak time,0,0,24,2,19,45,26,20,No issuse
OD1441,11/22/2024,Jayanagar,Delivered,COD,9:02:08 PM,9:14:08 PM,9:16:08 PM,9:47:08 PM,1,Masala Dosa,120,120,Weekend,Night,Peak time,0,0,12,2,31,45,26,20,No issuse
OD0138,11/2/2024,BTM Layout,Cancelled,Not Required,,,,,0,Tandoori Chicken,360,0,Weekend,Morning,Non-Peak Time,1,360,0,0,0,0,0,0,Cancelled
OD1161,11/18/2024,MG Road,Delivered,COD,6:44:32 PM,7:07:32 PM,7:09:32 PM,7:52:32 PM,2,Fried Rice,250,500,Weekday,Evening,Peak time,0,0,23,2,43,68,42,20,Delayed
OD0968,11/15/2024,Whitefield,Delivered,Credit Card,9:56:44 PM,10:14:44 PM,10:27:44 PM,10:38:44 PM,2,Pav Bhaji,150,300,Weekend,Night,Peak time,0,0,18,13,11,42,37,20,No issuse
OD1364,11/21/2024,Indiranagar,Delivered,COD,8:43:13 PM,9:11:13 PM,9:13:13 PM,9:47:13 PM,2,Fried Rice,250,500,Weekday,Night,Peak time,0,0,28,2,34,64,37,20,Delayed
OD1704,11/26/2024,Koramangala,Delivered,UPI,5:27:48 PM,5:49:48 PM,5:52:48 PM,6:05:48 PM,1,Noodles,250,250,Weekday,Evening,Non-Peak Time,0,0,22,3,13,38,22,5,Delayed
OD0834,11/13/2024,HSR Layout,Delivered,Credit Card,11:45:24 PM,12:04:24 AM,12:06:24 AM,12:22:24 AM,1,Sushi,350,350,Weekday,Night,Non-Peak Time,0,0,19,2,16,37,48,5,No issuse
OD1162,11/18/2024,BTM Layout,Delivered,Credit Card,8:36:13 PM,9:20:13 PM,9:22:13 PM,9:36:13 PM,1,Paneer Tikka,180,180,Weekday,Night,Peak time,0,0,44,2,14,60,38,20,Delayed
OD0702,11/11/2024,Marathahalli,Delivered,COD,9:14:20 PM,9:49:20 PM,9:51:20 PM,10:07:20 PM,5,Samosa,20,100,Weekday,Night,Peak time,0,0,35,2,16,53,22,20,Delayed
OD0151,11/3/2024,Jayanagar,Delivered,Credit Card,5:54:52 PM,6:18:52 PM,6:20:52 PM,7:03:52 PM,1,Burger,210,210,Weekend,Evening,Non-Peak Time,0,0,24,2,43,69,30,5,Delayed
OD1225,11/19/2024,Koramangala,Delivered,COD,9:31:45 PM,9:45:45 PM,9:47:45 PM,10:15:45 PM,4,Butter Naan,40,160,Weekday,Night,Peak time,0,0,14,2,28,44,22,20,Delayed
OD2070,11/25/2024,BTM Layout,Delivered,Credit Card,3:54:09 PM,4:11:09 PM,4:13:09 PM,4:24:09 PM,1,Burger,210,210,Weekday,Evening,Non-Peak Time,0,0,17,2,11,30,33,5,No issuse
OD2071,11/13/2024,MG Road,Delivered,UPI,3:09:01 PM,3:30:01 PM,3:35:01 PM,3:45:01 PM,4,Butter Naan,40,160,Weekday,Evening,Non-Peak Time,0,0,21,5,10,36,32,5,No issuse
OD1226,11/9/2024,Marathahalli,Delivered,Online Payment,10:37:12 PM,11:34:12 PM,11:37:12 PM,12:04:12 AM,1,Hakka Noodles,260,260,Weekend,Night,Non-Peak Time,0,0,57,3,27,87,28,5,Delayed
OD1089,11/17/2024,Whitefield,Delivered,Credit Card,11:55:47 AM,12:36:47 PM,12:38:47 PM,12:48:47 PM,2,Chole Bhature,200,400,Weekend,Morning,Non-Peak Time,0,0,41,2,10,53,39,5,Delayed
OD0835,11/13/2024,Koramangala,Delivered,Online Payment,4:05:20 PM,4:30:20 PM,4:32:20 PM,4:45:20 PM,5,Samosa,20,100,Weekday,Evening,Non-Peak Time,0,0,25,2,13,40,22,5,Delayed
OD0071,11/2/2024,BTM Layout,Delivered,Online Payment,10:23:40 PM,10:53:40 PM,10:55:40 PM,11:07:40 PM,3,Pizza,450,1350,Weekend,Night,Non-Peak Time,0,0,30,2,12,44,43,5,No issuse
OD1365,11/21/2024,HSR Layout,Delivered,COD,2:57:30 PM,3:21:30 PM,3:23:30 PM,3:36:30 PM,2,Pav Bhaji,150,300,Weekday,Noon,Non-Peak Time,0,0,24,2,13,39,42,5,No issuse
OD1023,11/16/2024,Marathahalli,Delivered,UPI,11:01:50 AM,11:15:50 AM,11:17:50 AM,11:31:50 AM,2,Poha,75,150,Weekend,Morning,Non-Peak Time,0,0,14,2,14,30,27,5,No issuse
OD0703,11/11/2024,Indiranagar,Delivered,UPI,1:42:57 PM,2:25:57 PM,2:27:57 PM,2:38:57 PM,2,Veg Biryani,290,580,Weekday,Noon,Non-Peak Time,0,0,43,2,11,56,42,5,Delayed
OD1163,11/18/2024,HSR Layout,Delivered,UPI,6:58:38 PM,7:30:38 PM,7:32:38 PM,8:07:38 PM,1,Hakka Noodles,260,260,Weekday,Evening,Peak time,0,0,32,2,35,69,38,20,Delayed
OD0704,11/11/2024,Jayanagar,Delivered,UPI,6:35:40 PM,7:33:40 PM,7:35:40 PM,8:23:40 PM,1,Noodles,250,250,Weekday,Evening,Peak time,0,0,58,2,48,108,24,20,Delayed
OD1164,11/18/2024,Koramangala,Delivered,Online Payment,11:15:00 PM,12:02:00 AM,12:04:00 AM,12:17:00 AM,1,Noodles,250,250,Weekday,Night,Non-Peak Time,0,0,47,2,13,62,22,5,Delayed
OD1568,11/24/2024,BTM Layout,Delivered,UPI,10:53:13 PM,11:15:13 PM,11:18:13 PM,11:32:13 PM,1,Burger,210,210,Weekend,Night,Non-Peak Time,0,0,22,3,14,39,33,5,Delayed
OD0152,11/3/2024,Jayanagar,Delivered,COD,8:44:00 PM,9:36:00 PM,9:38:00 PM,9:56:00 PM,1,Burger,210,210,Weekend,Night,Peak time,0,0,52,2,18,72,30,20,Delayed
OD0569,11/9/2024,Brigade Road,Delivered,UPI,3:21:51 PM,3:51:51 PM,3:53:51 PM,4:07:51 PM,4,Butter Naan,40,160,Weekend,Evening,Non-Peak Time,0,0,30,2,14,46,34,5,Delayed
OD0904,11/14/2024,Koramangala,Delivered,Online Payment,6:46:45 PM,7:08:45 PM,7:10:45 PM,7:20:45 PM,3,Butter Chicken,315,945,Weekday,Evening,Peak time,0,0,22,2,10,34,27,20,No issuse
OD0343,11/6/2024,HSR Layout,Delivered,Credit Card,8:27:26 PM,8:46:26 PM,8:48:26 PM,9:20:26 PM,5,Samosa,20,100,Weekday,Night,Peak time,0,0,19,2,32,53,32,20,Delayed
OD1090,11/17/2024,BTM Layout,Delivered,Online Payment,6:59:31 PM,7:30:31 PM,7:32:31 PM,7:46:31 PM,1,Masala Dosa,120,120,Weekend,Evening,Peak time,0,0,31,2,14,47,29,20,No issuse
OD0007,11/1/2024,Jayanagar,Delivered,UPI,9:24:38 AM,9:56:38 AM,10:00:38 AM,10:40:38 AM,3,Poha,75,225,Weekend,Morning,Peak time,0,0,32,4,40,76,29,20,Delayed
OD1828,11/28/2024,Koramangala,Delivered,UPI,10:00:10 AM,10:16:10 AM,10:18:10 AM,10:35:10 AM,1,Masala Dosa,120,120,Weekday,Morning,Non-Peak Time,0,0,16,2,17,35,24,5,Delayed
OD0008,11/1/2024,Whitefield,Delivered,UPI,7:26:22 PM,7:41:22 PM,7:57:22 PM,8:33:22 PM,5,Samosa,20,100,Weekend,Night,Peak time,0,0,15,16,36,67,27,20,Delayed
OD1705,11/26/2024,Koramangala,Delivered,UPI,11:10:56 PM,11:21:56 PM,11:22:56 PM,11:34:56 PM,3,Butter Chicken,315,945,Weekday,Night,Non-Peak Time,0,0,11,1,12,24,27,5,No issuse
OD1091,11/17/2024,Jayanagar,Delivered,COD,11:14:55 AM,11:56:55 AM,11:58:55 AM,12:12:55 PM,3,Aloo Paratha,110,330,Weekend,Morning,Non-Peak Time,0,0,42,2,14,58,24,5,Delayed
OD0570,11/9/2024,HSR Layout,Delivered,Online Payment,3:15:09 PM,3:46:09 PM,3:48:09 PM,3:59:09 PM,2,Chicken Biryani,350,700,Weekend,Evening,Non-Peak Time,0,0,31,2,11,44,52,5,No issuse
OD1829,11/28/2024,Whitefield,Delivered,COD,11:54:50 AM,12:39:50 PM,12:41:50 PM,12:55:50 PM,2,Idli,65,130,Weekday,Morning,Non-Peak Time,0,0,45,2,14,61,32,5,Delayed
OD1092,11/17/2024,MG Road,Delivered,Credit Card,11:00:10 AM,11:12:10 AM,11:14:10 AM,11:40:10 AM,4,Puri Bhaji,150,600,Weekend,Morning,Non-Peak Time,0,0,12,2,26,40,37,5,No issuse
OD1024,11/16/2024,BTM Layout,Delivered,COD,8:06:20 PM,8:40:20 PM,8:42:20 PM,8:58:20 PM,3,Tandoori Chicken,360,1080,Weekend,Night,Peak time,0,0,34,2,16,52,45,20,No issuse
OD0231,11/4/2024,Koramangala,Delivered,Credit Card,11:17:13 PM,11:41:13 PM,11:43:13 PM,11:57:13 PM,2,Pasta,250,500,Weekday,Night,Non-Peak Time,0,0,24,2,14,40,41,5,No issuse
OD0009,11/1/2024,Koramangala,Delivered,Online Payment,1:55:58 PM,2:08:58 PM,2:10:58 PM,2:27:58 PM,3,Tandoori Chicken,360,1080,Weekend,Noon,Non-Peak Time,0,0,13,2,17,32,40,5,No issuse
OD2018,11/1/2024,BTM Layout,Delivered,COD,2:55:28 PM,3:26:28 PM,3:28:28 PM,3:42:28 PM,2,Pasta,250,500,Weekend,Noon,Non-Peak Time,0,0,31,2,14,47,46,5,No issuse
OD1505,11/23/2024,Jayanagar,Delivered,COD,9:37:29 AM,10:23:29 AM,10:39:29 AM,11:34:29 AM,2,Chole Bhature,200,400,Weekend,Morning,Peak time,0,0,46,16,55,117,36,20,Delayed
OD0293,11/3/2024,BTM Layout,Delivered,Online Payment,8:32:30 PM,8:46:30 PM,8:51:30 PM,9:29:30 PM,4,Butter Naan,40,160,Weekend,Night,Peak time,0,0,14,5,38,57,27,20,Delayed
OD0010,11/1/2024,BTM Layout,Delivered,COD,1:46:08 PM,1:58:08 PM,2:00:08 PM,2:17:08 PM,1,Hakka Noodles,260,260,Weekend,Noon,Non-Peak Time,0,0,12,2,17,31,33,5,No issuse
OD1366,11/21/2024,Indiranagar,Delivered,Online Payment,9:35:31 PM,9:48:31 PM,9:50:31 PM,10:15:31 PM,2,Pav Bhaji,150,300,Weekday,Night,Peak time,0,0,13,2,25,40,37,20,No issuse
OD1569,11/24/2024,Malleswaram,Delivered,UPI,3:00:11 PM,3:18:11 PM,3:20:11 PM,3:33:11 PM,1,Sushi,350,350,Weekend,Evening,Non-Peak Time,0,0,18,2,13,33,38,5,No issuse
OD0344,11/6/2024,Indiranagar,Delivered,Credit Card,7:01:29 PM,7:11:29 PM,7:22:29 PM,8:01:29 PM,2,Chicken Biryani,350,700,Weekday,Night,Peak time,0,0,10,11,39,60,47,20,No issuse
OD0423,11/7/2024,HSR Layout,Delivered,Credit Card,8:29:25 AM,8:51:25 AM,8:53:25 AM,10:07:25 AM,3,Paneer Paratha,160,480,Weekday,Morning,Peak time,0,0,22,2,74,98,40,20,Delayed
OD0424,11/7/2024,Koramangala,Delivered,Online Payment,8:42:25 AM,8:52:25 AM,9:04:25 AM,9:15:25 AM,5,Poha,75,375,Weekday,Morning,Peak time,0,0,10,12,11,33,27,20,No issuse
OD1961,11/30/2024,Brigade Road,Delivered,COD,2:19:42 PM,2:43:42 PM,2:45:42 PM,2:56:42 PM,2,Chicken Curry,325,650,Weekend,Noon,Non-Peak Time,0,0,24,2,11,37,44,5,No issuse
OD1025,11/16/2024,Brigade Road,Delivered,Online Payment,11:44:14 PM,11:55:14 PM,11:57:14 PM,12:15:14 AM,1,Burger,210,210,Weekend,Night,Non-Peak Time,0,0,11,2,18,31,40,5,No issuse
OD1762,11/27/2024,Koramangala,Delivered,Online Payment,10:04:13 PM,10:17:13 PM,10:18:13 PM,10:39:13 PM,2,Chicken Curry,325,650,Weekday,Night,Non-Peak Time,0,0,13,1,21,35,32,5,No issuse
OD1367,11/21/2024,Marathahalli,Delivered,Credit Card,2:05:33 PM,2:21:33 PM,2:23:33 PM,2:52:33 PM,2,Pav Bhaji,150,300,Weekday,Noon,Non-Peak Time,0,0,16,2,29,47,32,5,Delayed
OD0633,11/10/2024,Whitefield,Delivered,Credit Card,2:05:33 PM,6:31:06 PM,6:33:06 PM,6:49:06 PM,1,Chicken Tikka,355,355,Weekend,Noon,Non-Peak Time,0,0,265,2,16,283,27,5,Delayed
OD1706,11/26/2024,Brigade Road,Delivered,UPI,11:24:42 AM,11:46:42 AM,11:48:42 AM,12:00:42 PM,1,Masala Dosa,120,120,Weekday,Morning,Non-Peak Time,0,0,22,2,12,36,36,5,No issuse
OD1165,11/18/2024,Marathahalli,Delivered,Online Payment,5:59:01 PM,6:37:01 PM,6:39:01 PM,7:02:01 PM,1,Chicken Tikka,355,355,Weekday,Evening,Non-Peak Time,0,0,38,2,23,63,22,5,Delayed
OD0956,11/17/2024,MG Road,Cancelled,Not Required,,,,,0,Burger,210,0,Weekend,Morning,Non-Peak Time,4,840,0,0,0,0,0,0,Cancelled
OD1632,11/25/2024,Marathahalli,Delivered,Credit Card,9:00:56 PM,9:18:56 PM,9:20:56 PM,10:07:56 PM,1,Chicken Biryani,350,350,Weekday,Night,Peak time,0,0,18,2,47,67,42,20,Delayed
OD0905,11/14/2024,Jayanagar,Delivered,UPI,10:29:50 PM,10:42:50 PM,10:44:50 PM,11:04:50 PM,3,Tandoori Chicken,360,1080,Weekday,Night,Non-Peak Time,0,0,13,2,20,35,42,5,No issuse
OD1093,11/17/2024,Marathahalli,Delivered,Online Payment,9:26:23 AM,9:40:23 AM,9:42:23 AM,9:58:23 AM,2,Idli,65,130,Weekend,Morning,Peak time,0,0,14,2,16,32,27,20,No issuse
OD1830,11/28/2024,BTM Layout,Delivered,Credit Card,8:18:13 AM,8:30:13 AM,8:32:13 AM,8:57:13 AM,1,Idli,65,65,Weekday,Morning,Peak time,0,0,12,2,25,39,32,20,No issuse
OD0705,11/11/2024,BTM Layout,Delivered,Credit Card,2:56:42 PM,3:06:42 PM,3:08:42 PM,3:23:42 PM,1,Chicken Tikka,355,355,Weekday,Noon,Non-Peak Time,0,0,10,2,15,27,27,5,No issuse
OD0706,11/16/2024,MG Road,Delivered,Online Payment,8:13:01 AM,9:23:01 AM,9:25:01 AM,9:45:01 AM,1,Masala Dosa,120,120,Weekend,Morning,Peak time,0,0,70,2,20,92,34,20,Delayed
OD1166,11/18/2024,Indiranagar,Delivered,COD,7:19:16 PM,7:49:16 PM,7:51:16 PM,8:14:16 PM,2,Veg Biryani,290,580,Weekday,Night,Peak time,0,0,30,2,23,55,42,20,No issuse
OD0634,11/10/2024,HSR Layout,Delivered,COD,11:58:15 PM,12:18:15 AM,12:20:15 AM,12:30:15 AM,3,Tandoori Chicken,360,1080,Weekend,Night,Non-Peak Time,0,0,20,2,10,32,50,5,No issuse
OD0770,11/12/2024,Whitefield,Delivered,COD,10:08:21 AM,10:40:21 AM,10:42:21 AM,10:53:21 AM,1,Chole Bhature,200,200,Weekday,Morning,Non-Peak Time,0,0,32,2,11,45,39,5,Delayed
OD0707,11/23/2024,Marathahalli,Delivered,UPI,11:33:01 AM,12:25:01 PM,12:27:01 PM,12:39:01 PM,2,Paneer Paratha,160,320,Weekend,Morning,Non-Peak Time,0,0,52,2,12,66,30,5,Delayed
OD0072,11/2/2024,Koramangala,Delivered,Online Payment,4:29:27 PM,5:14:27 PM,5:16:27 PM,5:26:27 PM,1,Fish Curry,190,190,Weekend,Evening,Non-Peak Time,0,0,45,2,10,57,27,5,Delayed
OD0153,11/3/2024,Marathahalli,Delivered,Credit Card,1:39:30 PM,2:01:30 PM,2:03:30 PM,2:20:30 PM,3,Butter Chicken,315,945,Weekend,Noon,Non-Peak Time,0,0,22,2,17,41,27,5,Delayed
OD1570,11/24/2024,MG Road,Delivered,Online Payment,11:48:14 PM,11:58:14 PM,12:00:14 AM,12:23:14 AM,1,Chicken Tikka,355,355,Weekend,Night,Non-Peak Time,0,0,10,2,23,35,32,5,No issuse
OD0232,11/4/2024,Indiranagar,Delivered,Online Payment,8:52:33 AM,9:19:33 AM,9:21:33 AM,9:33:33 AM,3,Poha,75,225,Weekday,Morning,Peak time,0,0,27,2,12,41,32,20,No issuse
OD1571,11/24/2024,Malleswaram,Delivered,COD,5:05:37 PM,5:33:37 PM,5:35:37 PM,5:48:37 PM,2,Mutton Biryani,390,780,Weekend,Evening,Non-Peak Time,0,0,28,2,13,43,47,5,No issuse
OD1572,11/24/2024,Jayanagar,Delivered,UPI,2:58:18 PM,3:40:18 PM,3:42:18 PM,3:54:18 PM,2,Chicken Biryani,350,700,Weekend,Noon,Non-Peak Time,0,0,42,2,12,56,44,5,Delayed
OD0571,11/9/2024,Jayanagar,Delivered,UPI,4:27:26 PM,5:03:26 PM,5:06:26 PM,5:19:26 PM,1,Burger,210,210,Weekend,Evening,Non-Peak Time,0,0,36,3,13,52,30,5,Delayed
OD1094,11/17/2024,MG Road,Delivered,Online Payment,8:54:23 PM,9:26:23 PM,9:28:23 PM,9:53:23 PM,1,Burger,210,210,Weekend,Night,Peak time,0,0,32,2,25,59,38,20,Delayed
OD1095,11/17/2024,Jayanagar,Delivered,Credit Card,10:10:44 AM,10:38:44 AM,10:40:44 AM,10:53:44 AM,1,Masala Dosa,120,120,Weekend,Morning,Non-Peak Time,0,0,28,2,13,43,26,5,Delayed
OD1633,11/25/2024,Koramangala,Delivered,Online Payment,9:41:11 AM,9:55:11 AM,9:57:11 AM,10:10:11 AM,2,Aloo Paratha,110,220,Weekday,Morning,Peak time,0,0,14,2,13,29,22,20,No issuse
OD0345,11/6/2024,Malleswaram,Delivered,UPI,7:21:41 PM,7:41:41 PM,7:43:41 PM,8:00:41 PM,1,Sushi,350,350,Weekday,Night,Peak time,0,0,20,2,17,39,38,20,No issuse
OD1283,11/20/2024,Whitefield,Delivered,UPI,7:00:47 PM,7:55:47 PM,7:57:47 PM,8:49:47 PM,2,Chicken Curry,325,650,Weekday,Night,Peak time,0,0,55,2,52,109,37,20,Delayed
OD0503,11/8/2024,Jayanagar,Delivered,COD,10:07:37 AM,10:19:37 AM,10:21:37 AM,10:55:37 AM,2,Idli,65,130,Weekend,Morning,Non-Peak Time,0,0,12,2,34,48,29,5,Delayed
OD0635,11/10/2024,Koramangala,Delivered,UPI,9:31:02 AM,9:56:02 AM,9:58:02 AM,10:10:02 AM,1,Masala Dosa,120,120,Weekend,Morning,Peak time,0,0,25,2,12,39,24,20,No issuse
OD0154,11/3/2024,Malleswaram,Delivered,Online Payment,2:50:39 PM,3:38:39 PM,3:42:39 PM,3:54:39 PM,4,Butter Naan,40,160,Weekend,Noon,Non-Peak Time,0,0,48,4,12,64,22,5,Delayed
OD0572,11/9/2024,Brigade Road,Delivered,Credit Card,12:36:01 PM,12:55:01 PM,12:57:01 PM,1:11:01 PM,2,Mutton Biryani,390,780,Weekend,Noon,Non-Peak Time,0,0,19,2,14,35,59,5,No issuse
OD1167,11/18/2024,Marathahalli,Delivered,Online Payment,6:21:54 PM,7:10:54 PM,7:22:54 PM,7:33:54 PM,5,Samosa,20,100,Weekday,Evening,Peak time,0,0,49,12,11,72,22,20,Delayed
OD0836,11/13/2024,Marathahalli,Delivered,COD,1:12:25 PM,1:40:25 PM,1:42:25 PM,2:01:25 PM,4,Butter Naan,40,160,Weekday,Noon,Non-Peak Time,0,0,28,2,19,49,22,5,Delayed
OD0573,11/9/2024,Whitefield,Delivered,Online Payment,1:27:13 PM,1:42:13 PM,1:44:13 PM,1:56:13 PM,1,Sushi,350,350,Weekend,Noon,Non-Peak Time,0,0,15,2,12,29,43,5,No issuse
OD0636,11/10/2024,Brigade Road,Delivered,Online Payment,12:50:20 PM,1:13:20 PM,1:15:20 PM,1:29:20 PM,2,Fried Rice,250,500,Weekend,Noon,Non-Peak Time,0,0,23,2,14,39,44,5,No issuse
OD1015,11/15/2024,Malleswaram,Cancelled,Not Required,,,,,0,Tandoori Chicken,360,0,Weekend,Morning,Non-Peak Time,1,360,0,0,0,0,0,0,Cancelled
OD0346,11/6/2024,Whitefield,Delivered,Credit Card,12:28:08 PM,1:24:08 PM,1:26:08 PM,1:37:08 PM,2,Pav Bhaji,150,300,Weekday,Noon,Non-Peak Time,0,0,56,2,11,69,37,5,Delayed
OD0425,11/7/2024,Koramangala,Delivered,Credit Card,10:34:35 PM,10:57:35 PM,11:00:35 PM,11:10:35 PM,1,Sushi,350,350,Weekday,Night,Non-Peak Time,0,0,23,3,10,36,38,5,No issuse
OD0771,11/12/2024,BTM Layout,Delivered,UPI,2:38:01 PM,3:28:01 PM,3:30:01 PM,3:45:01 PM,3,Butter Chicken,315,945,Weekday,Noon,Non-Peak Time,0,0,50,2,15,67,32,5,Delayed
OD1634,11/25/2024,Marathahalli,Delivered,Online Payment,10:08:45 PM,10:31:45 PM,10:33:45 PM,10:54:45 PM,1,Chicken Tikka,355,355,Weekday,Night,Non-Peak Time,0,0,23,2,21,46,22,5,Delayed
OD1026,11/16/2024,Jayanagar,Delivered,Credit Card,6:23:04 PM,7:07:04 PM,7:17:04 PM,7:31:04 PM,2,Paneer Tikka,180,360,Weekend,Evening,Peak time,0,0,44,10,14,68,35,20,Delayed
OD0294,11/5/2024,Malleswaram,Delivered,UPI,5:39:55 PM,6:06:55 PM,6:07:55 PM,6:20:55 PM,5,Samosa,20,100,Weekday,Evening,Non-Peak Time,0,0,27,1,13,41,22,5,Delayed
OD1168,11/18/2024,Indiranagar,Delivered,COD,5:34:25 PM,6:11:25 PM,6:12:25 PM,6:25:25 PM,1,Sushi,350,350,Weekday,Evening,Non-Peak Time,0,0,37,1,13,51,43,5,Delayed
OD0233,11/4/2024,Brigade Road,Delivered,COD,4:43:19 PM,5:00:19 PM,5:02:19 PM,5:15:19 PM,1,Pav Bhaji,150,150,Weekday,Evening,Non-Peak Time,0,0,17,2,13,32,44,5,No issuse
OD0637,11/10/2024,Malleswaram,Delivered,COD,9:53:10 PM,10:20:10 PM,10:28:10 PM,10:43:10 PM,2,Chicken Biryani,350,700,Weekend,Night,Peak time,0,0,27,8,15,50,42,20,No issuse
OD0574,11/9/2024,Koramangala,Delivered,COD,8:48:19 PM,8:58:19 PM,9:00:19 PM,9:25:19 PM,1,Fish Curry,190,190,Weekend,Night,Peak time,0,0,10,2,25,37,27,20,No issuse
