OrderID,Order Date,Location,Order Status,Payment Method,Preparation Start time,Preparation End time,Delivery Start Time,Delivery End Time
OD0907,11/14/2024,Brigade Road,Delivered,Online Payment,2:18:00 PM,2:30:00 PM,2:32:00 PM,2:42:00 PM
OD1080,11/16/2024,Koramangala,Cancelled,Not Required,NA,NA,NA,NA
OD0240,11/4/2024,Koramangala,Delivered,COD,1:50:14 PM,2:04:14 PM,2:05:14 PM,2:17:14 PM
OD0350,11/6/2024,Marathahalli,Delivered,UPI,11:24:18 PM,12:13:18 AM,12:15:18 AM,12:28:18 AM
OD1902,11/29/2024,BTM Layout,Delivered,COD,12:53:37 PM,1:10:37 PM,1:12:37 PM,1:29:37 PM
OD0430,11/7/2024,Whitefield,Delivered,Credit Card,3:22:54 PM,4:00:54 PM,4:04:54 PM,4:18:54 PM
OD0579,11/9/2024,Malleswaram,Delivered,COD,8:28:30 AM,9:18:30 AM,9:20:30 AM,9:30:30 AM
OD1903,11/29/2024,Indiranagar,Delivered,Credit Card,6:33:24 PM,6:46:24 PM,6:48:24 PM,7:11:24 PM
OD0580,11/9/2024,Whitefield,Delivered,Credit Card,8:29:50 AM,8:53:50 AM,8:55:50 AM,9:07:50 AM
OD1372,11/21/2024,Koramangala,Delivered,UPI,3:39:33 PM,4:08:33 PM,4:10:33 PM,4:23:33 PM
OD1511,11/23/2024,HSR Layout,Delivered,UPI,11:30:15 AM,11:45:15 AM,11:47:15 AM,12:07:15 PM
OD0351,11/1/2024,Whitefield,Delivered,Credit Card,2:33:53 PM,3:32:53 PM,3:34:53 PM,3:50:53 PM
OD0014,11/1/2024,Koramangala,Delivered,UPI,2:05:15 PM,2:50:15 PM,2:52:15 PM,3:04:15 PM
OD1294,11/20/2024,Indiranagar,Delivered,Online Payment,9:37:56 PM,10:02:56 PM,10:20:56 PM,10:33:56 PM
OD1836,11/28/2024,MG Road,Delivered,Online Payment,9:05:00 PM,9:25:00 PM,9:26:00 PM,9:55:00 PM
OD1101,11/17/2024,Koramangala,Delivered,COD,4:42:59 PM,4:57:59 PM,4:59:59 PM,5:22:59 PM
OD1837,11/28/2024,HSR Layout,Delivered,COD,10:46:51 PM,10:56:51 PM,10:58:51 PM,11:21:51 PM
OD0644,11/10/2024,Marathahalli,Delivered,Online Payment,2:42:15 PM,2:53:15 PM,2:55:15 PM,3:11:15 PM
OD1636,11/25/2024,Koramangala,Delivered,UPI,10:26:06 AM,10:37:06 AM,10:39:06 AM,11:01:06 AM
OD0431,11/7/2024,Whitefield,Delivered,Online Payment,9:01:04 PM,9:20:04 PM,9:22:04 PM,10:09:04 PM
OD1173,11/18/2024,Marathahalli,Delivered,COD,3:54:25 PM,4:40:25 PM,4:42:25 PM,4:55:25 PM
OD1769,11/3/2024,Indiranagar,Delivered,COD,12:16:35 PM,12:27:35 PM,12:30:35 PM,12:53:35 PM
OD1229,11/19/2024,Indiranagar,Delivered,Credit Card,9:13:48 PM,9:57:48 PM,9:59:48 PM,10:23:48 PM
OD1444,11/22/2024,Jayanagar,Delivered,COD,7:48:13 PM,8:33:13 PM,8:35:13 PM,9:19:13 PM
OD0775,11/12/2024,Jayanagar,Delivered,COD,5:30:50 PM,6:01:50 PM,6:04:50 PM,6:14:50 PM
OD0241,11/4/2024,HSR Layout,Delivered,UPI,8:17:55 PM,8:43:55 PM,8:45:55 PM,9:00:55 PM
OD1174,11/18/2024,Malleswaram,Delivered,Online Payment,11:34:38 PM,11:53:38 PM,11:55:38 PM,12:10:38 AM
OD1637,11/25/2024,MG Road,Delivered,Online Payment,8:50:44 PM,9:14:44 PM,9:16:44 PM,9:43:44 PM
OD0645,11/10/2024,Koramangala,Delivered,Credit Card,4:40:13 PM,4:58:13 PM,5:00:13 PM,5:10:13 PM
OD1430,11/24/2024,Indiranagar,Cancelled,Not Required,NA,NA,NA,NA
OD1710,11/26/2024,Marathahalli,Delivered,Credit Card,2:04:55 PM,2:28:55 PM,2:30:55 PM,2:42:55 PM
OD1965,11/30/2024,Marathahalli,Delivered,Online Payment,8:19:20 PM,8:33:20 PM,8:35:20 PM,8:58:20 PM
OD0352,11/6/2024,Koramangala,Delivered,Online Payment,8:38:55 AM,9:57:55 AM,9:59:55 AM,10:09:55 AM
OD0842,11/13/2024,Marathahalli,Delivered,UPI,9:04:04 PM,9:41:04 PM,9:57:04 PM,10:07:04 PM
OD1030,11/16/2024,Malleswaram,Delivered,UPI,10:31:17 PM,10:48:17 PM,10:50:17 PM,11:02:17 PM
OD1577,11/24/2024,MG Road,Delivered,UPI,5:26:14 PM,5:36:14 PM,5:38:14 PM,5:57:14 PM
OD0776,11/12/2024,MG Road,Delivered,Credit Card,7:23:25 PM,7:55:25 PM,7:59:25 PM,8:10:25 PM
OD1711,11/26/2024,Jayanagar,Delivered,UPI,10:00:41 AM,10:23:41 AM,10:25:41 AM,10:37:41 AM
OD1578,11/24/2024,Marathahalli,Delivered,UPI,8:32:25 PM,9:26:25 PM,9:40:25 PM,9:51:25 PM
OD0353,11/6/2024,HSR Layout,Delivered,Online Payment,9:29:22 PM,9:41:22 PM,9:43:22 PM,10:23:22 PM
OD1175,11/18/2024,Marathahalli,Delivered,Credit Card,3:09:48 PM,3:19:48 PM,3:21:48 PM,3:34:48 PM
OD0777,11/12/2024,Brigade Road,Delivered,UPI,5:09:43 PM,5:21:43 PM,5:23:43 PM,5:36:43 PM
OD0080,11/2/2024,Koramangala,Delivered,Credit Card,4:35:05 PM,4:55:05 PM,5:02:05 PM,5:14:05 PM
OD0162,11/3/2024,HSR Layout,Delivered,Online Payment,5:12:13 PM,5:30:13 PM,5:32:13 PM,5:51:13 PM
OD0843,11/13/2024,Whitefield,Delivered,Credit Card,10:56:54 AM,11:36:54 AM,11:38:54 AM,11:50:54 AM
OD0908,11/14/2024,Koramangala,Delivered,Credit Card,1:53:20 PM,2:17:20 PM,2:18:20 PM,2:31:20 PM
OD0581,11/9/2024,Jayanagar,Delivered,UPI,6:01:38 PM,6:11:38 PM,6:22:38 PM,7:12:38 PM
OD1712,11/26/2024,Whitefield,Delivered,COD,2:43:17 PM,3:27:17 PM,3:29:17 PM,3:44:17 PM
OD0242,11/4/2024,BTM Layout,Delivered,UPI,7:21:14 PM,7:35:14 PM,7:37:14 PM,7:51:14 PM
OD0778,11/12/2024,Whitefield,Delivered,Credit Card,11:16:15 PM,11:32:15 PM,11:34:15 PM,11:47:15 PM
OD0303,11/5/2024,Koramangala,Delivered,UPI,10:08:07 AM,10:19:07 AM,10:20:07 AM,10:34:07 AM
OD0646,11/10/2024,Whitefield,Delivered,Online Payment,8:50:52 PM,9:43:52 PM,9:59:52 PM,10:10:52 PM
OD1031,11/16/2024,BTM Layout,Delivered,Credit Card,8:59:03 AM,9:46:03 AM,9:55:03 AM,10:08:03 AM
OD0909,11/14/2024,Whitefield,Delivered,Online Payment,11:06:21 PM,11:35:21 PM,11:37:21 PM,11:47:21 PM
OD0779,11/8/2024,Koramangala,Delivered,UPI,6:26:47 PM,6:49:47 PM,6:51:47 PM,7:10:47 PM
OD0710,11/11/2024,HSR Layout,Delivered,UPI,6:03:37 PM,6:29:37 PM,6:31:37 PM,6:42:37 PM
OD1230,11/19/2024,HSR Layout,Delivered,UPI,11:29:50 PM,12:13:50 AM,12:15:50 AM,12:29:50 AM
OD1431,11/21/2024,Koramangala,Cancelled,Not Required,NA,NA,NA,NA
OD1295,11/20/2024,HSR Layout,Delivered,UPI,7:32:01 PM,7:42:01 PM,7:54:01 PM,8:12:01 PM
OD1904,11/29/2024,Koramangala,Delivered,COD,9:27:48 AM,9:42:48 AM,9:46:48 AM,10:19:48 AM
OD1579,11/24/2024,MG Road,Delivered,Online Payment,9:51:17 PM,10:19:17 PM,10:21:17 PM,10:34:17 PM
OD0243,11/4/2024,Malleswaram,Delivered,COD,2:23:11 PM,2:44:11 PM,2:46:11 PM,2:59:11 PM
OD1512,11/23/2024,Whitefield,Delivered,Online Payment,8:54:59 PM,9:47:59 PM,9:49:59 PM,10:48:59 PM
OD0304,11/5/2024,MG Road,Delivered,COD,5:45:48 PM,5:55:48 PM,5:57:48 PM,6:09:48 PM
OD0582,11/9/2024,BTM Layout,Delivered,UPI,10:57:44 PM,11:44:44 PM,11:47:44 PM,12:01:44 AM
OD0015,11/1/2024,Brigade Road,Delivered,UPI,4:31:23 PM,4:51:23 PM,4:54:23 PM,5:08:23 PM
OD1373,11/21/2024,HSR Layout,Delivered,UPI,4:39:35 PM,5:09:35 PM,5:11:35 PM,5:25:35 PM
OD1032,11/16/2024,MG Road,Delivered,Online Payment,6:17:01 PM,6:36:01 PM,6:54:01 PM,7:06:01 PM
OD0244,11/4/2024,MG Road,Delivered,Credit Card,4:13:53 PM,4:47:53 PM,4:49:53 PM,5:03:53 PM
OD1580,11/24/2024,HSR Layout,Delivered,Online Payment,8:58:02 AM,9:19:02 AM,9:23:02 AM,9:45:02 AM
OD0910,11/14/2024,Brigade Road,Delivered,UPI,9:08:27 AM,9:22:27 AM,9:24:27 AM,10:04:27 AM
OD0911,11/14/2024,Jayanagar,Delivered,Credit Card,6:30:00 PM,6:58:00 PM,7:00:00 PM,7:19:00 PM
OD0647,11/10/2024,MG Road,Delivered,Online Payment,9:48:59 PM,10:37:59 PM,10:39:59 PM,10:51:59 PM
OD0163,11/3/2024,Indiranagar,Delivered,UPI,1:01:17 PM,1:13:17 PM,1:15:17 PM,1:30:17 PM
OD0164,11/3/2024,Brigade Road,Delivered,Online Payment,6:54:14 PM,7:37:14 PM,7:50:14 PM,8:02:14 PM
OD0081,11/2/2024,Indiranagar,Delivered,COD,9:56:02 AM,10:15:02 AM,10:17:02 AM,10:36:02 AM
OD0245,11/10/2024,Brigade Road,Delivered,COD,12:09:12 PM,12:22:12 PM,12:24:12 PM,12:47:12 PM
OD0844,11/13/2024,Malleswaram,Delivered,UPI,3:13:50 PM,3:24:50 PM,3:26:50 PM,3:39:50 PM
OD1966,11/30/2024,Marathahalli,Delivered,UPI,9:23:01 AM,9:35:01 AM,9:37:01 AM,10:37:01 AM
OD1713,11/26/2024,MG Road,Delivered,COD,11:31:01 AM,11:44:01 AM,11:45:01 AM,12:06:01 PM
OD0505,11/8/2024,Koramangala,Delivered,UPI,8:13:48 PM,8:37:48 PM,8:53:48 PM,9:04:48 PM
OD1714,11/30/2024,Koramangala,Delivered,Online Payment,5:40:31 PM,5:55:31 PM,5:57:31 PM,6:09:31 PM
OD0780,11/12/2024,Whitefield,Delivered,Credit Card,10:05:24 AM,10:43:24 AM,10:45:24 AM,10:57:24 AM
OD1770,11/27/2024,Indiranagar,Delivered,Online Payment,9:21:48 AM,9:52:48 AM,9:54:48 AM,10:08:48 AM
OD1176,11/18/2024,Whitefield,Delivered,COD,12:48:16 PM,1:23:16 PM,1:26:16 PM,1:41:16 PM
OD0912,11/14/2024,Indiranagar,Delivered,UPI,5:35:24 PM,5:59:24 PM,6:03:24 PM,6:16:24 PM
OD1581,11/24/2024,HSR Layout,Delivered,COD,10:19:25 PM,10:42:25 PM,10:49:25 PM,11:02:25 PM
OD1967,11/30/2024,Indiranagar,Delivered,Credit Card,6:26:35 PM,6:37:35 PM,6:52:35 PM,7:14:35 PM
OD0246,11/4/2024,Indiranagar,Delivered,Online Payment,3:26:18 PM,3:54:18 PM,3:57:18 PM,4:08:18 PM
OD0711,11/11/2024,MG Road,Delivered,COD,5:03:24 PM,5:29:24 PM,5:32:24 PM,5:47:24 PM
OD1445,11/22/2024,Whitefield,Delivered,UPI,3:00:25 PM,3:22:25 PM,3:24:25 PM,3:44:25 PM
OD1177,11/18/2024,HSR Layout,Delivered,COD,6:44:50 PM,7:33:50 PM,7:35:50 PM,7:47:50 PM
OD0506,11/8/2024,Whitefield,Delivered,COD,10:34:43 AM,10:45:43 AM,10:51:43 AM,11:11:43 AM
OD0082,11/2/2024,Brigade Road,Delivered,Credit Card,10:30:10 PM,10:52:10 PM,10:55:10 PM,11:08:10 PM
OD1374,11/21/2024,Koramangala,Delivered,Online Payment,10:53:00 PM,11:17:00 PM,11:19:00 PM,11:31:00 PM
OD0845,11/13/2024,HSR Layout,Delivered,Credit Card,12:58:35 PM,1:37:35 PM,1:39:35 PM,1:50:35 PM
OD0354,11/6/2024,Marathahalli,Delivered,COD,12:00:43 PM,12:22:43 PM,12:24:43 PM,12:40:43 PM
OD1296,11/20/2024,Malleswaram,Delivered,Online Payment,9:54:59 AM,10:05:59 AM,10:07:59 AM,10:27:59 AM
OD1178,11/18/2024,MG Road,Delivered,UPI,10:28:09 AM,10:39:09 AM,10:41:09 AM,11:04:09 AM
OD0712,11/11/2024,HSR Layout,Delivered,Online Payment,6:27:02 PM,6:49:02 PM,6:51:02 PM,7:19:02 PM
OD1033,11/16/2024,Brigade Road,Delivered,Online Payment,11:26:26 PM,11:54:26 PM,11:56:26 PM,12:07:26 AM
OD1231,11/19/2024,Koramangala,Delivered,Credit Card,10:43:25 AM,10:57:25 AM,10:58:25 AM,11:23:25 AM
OD1297,11/20/2024,Indiranagar,Delivered,UPI,2:51:29 PM,3:20:29 PM,3:23:29 PM,3:36:29 PM
OD1034,11/16/2024,Whitefield,Delivered,UPI,11:32:34 AM,11:47:34 AM,11:49:34 AM,12:09:34 PM
OD0507,11/8/2024,MG Road,Delivered,Online Payment,6:37:24 PM,6:57:24 PM,6:59:24 PM,7:35:24 PM
OD1375,11/21/2024,HSR Layout,Delivered,Credit Card,9:32:54 PM,9:44:54 PM,9:46:54 PM,10:10:54 PM
OD1432,11/21/2024,HSR Layout,Cancelled,Not Required,NA,NA,NA,NA
OD0975,11/15/2024,HSR Layout,Delivered,Credit Card,12:02:09 PM,12:16:09 PM,12:18:09 PM,12:30:09 PM
OD0648,11/10/2024,HSR Layout,Delivered,COD,3:52:28 PM,4:06:28 PM,4:08:28 PM,4:21:28 PM
OD1968,11/30/2024,Jayanagar,Delivered,UPI,7:38:30 PM,8:27:30 PM,8:29:30 PM,9:28:30 PM
OD1035,11/16/2024,MG Road,Delivered,COD,1:23:01 PM,1:37:01 PM,1:39:01 PM,1:52:01 PM
OD1969,11/30/2024,MG Road,Delivered,Credit Card,10:11:59 AM,10:33:59 AM,10:35:59 AM,10:54:59 AM
OD1582,11/24/2024,Indiranagar,Delivered,Credit Card,7:50:08 PM,8:12:08 PM,8:14:08 PM,8:45:08 PM
OD0713,11/11/2024,HSR Layout,Delivered,Credit Card,7:16:30 PM,8:01:30 PM,8:03:30 PM,8:15:30 PM
OD1298,11/20/2024,Marathahalli,Delivered,UPI,2:13:37 PM,2:26:37 PM,2:27:37 PM,2:54:37 PM
OD0016,11/1/2024,MG Road,Delivered,COD,11:28:38 PM,11:40:38 PM,11:42:38 PM,12:01:38 AM
OD0432,11/7/2024,Malleswaram,Delivered,Credit Card,10:29:04 PM,10:44:04 PM,10:46:04 PM,10:57:04 PM
OD0846,11/13/2024,BTM Layout,Delivered,UPI,7:06:33 PM,7:22:33 PM,7:35:33 PM,8:06:33 PM
OD0976,11/15/2024,Koramangala,Delivered,COD,10:49:07 PM,11:10:07 PM,11:15:07 PM,11:26:07 PM
OD1232,11/19/2024,Marathahalli,Delivered,COD,11:48:30 AM,12:09:30 PM,12:11:30 PM,12:28:30 PM
OD0977,11/15/2024,Jayanagar,Delivered,UPI,1:37:12 PM,1:49:12 PM,1:51:12 PM,2:02:12 PM
OD0165,11/3/2024,Jayanagar,Delivered,COD,10:26:15 PM,10:59:15 PM,11:01:15 PM,11:15:15 PM
OD0083,11/2/2024,Jayanagar,Delivered,Credit Card,11:37:52 AM,12:16:52 PM,12:23:52 PM,12:36:52 PM
OD0166,11/3/2024,Marathahalli,Delivered,UPI,4:48:17 PM,5:19:17 PM,5:25:17 PM,5:53:17 PM
OD1376,11/21/2024,Jayanagar,Delivered,Credit Card,10:37:18 PM,10:58:18 PM,11:00:18 PM,11:15:18 PM
OD0913,11/14/2024,Jayanagar,Delivered,Credit Card,2:03:54 PM,2:36:54 PM,2:38:54 PM,2:51:54 PM
OD1838,11/28/2024,MG Road,Delivered,Online Payment,10:23:44 AM,10:45:44 AM,10:47:44 AM,11:01:44 AM
OD0247,11/17/2024,Brigade Road,Delivered,COD,8:59:38 PM,9:09:38 PM,9:11:38 PM,9:33:38 PM
OD1179,11/22/2024,Whitefield,Delivered,COD,8:48:16 AM,9:37:16 AM,9:39:16 AM,10:30:16 AM
OD1102,11/17/2024,MG Road,Delivered,COD,11:57:54 AM,12:18:54 PM,12:20:54 PM,12:33:54 PM
OD0017,11/1/2024,HSR Layout,Delivered,UPI,12:58:26 PM,1:19:26 PM,1:21:26 PM,1:35:26 PM
OD0978,11/15/2024,BTM Layout,Delivered,Online Payment,7:38:41 PM,8:04:41 PM,8:06:41 PM,8:49:41 PM
OD1233,11/19/2024,HSR Layout,Delivered,COD,6:19:46 PM,7:05:46 PM,7:07:46 PM,7:21:46 PM
OD0433,11/7/2024,Jayanagar,Delivered,UPI,7:14:58 PM,7:49:58 PM,7:51:58 PM,8:32:58 PM
OD1433,11/24/2024,Koramangala,Cancelled,Not Required,NA,NA,NA,NA
OD1234,11/19/2024,Malleswaram,Delivered,Credit Card,7:43:35 PM,7:53:35 PM,8:04:35 PM,8:22:35 PM
OD0583,11/9/2024,MG Road,Delivered,Online Payment,6:57:34 PM,7:24:34 PM,7:26:34 PM,7:55:34 PM
OD1103,11/17/2024,Brigade Road,Delivered,COD,2:00:43 PM,2:21:43 PM,2:23:43 PM,2:37:43 PM
OD2021,11/1/2024,Jayanagar,Delivered,Credit Card,7:43:12 PM,8:05:12 PM,8:07:12 PM,9:01:12 PM
OD1446,11/22/2024,Koramangala,Delivered,UPI,10:43:38 AM,10:59:38 AM,11:01:38 AM,11:21:38 AM
OD0781,11/12/2024,MG Road,Delivered,COD,5:37:59 PM,6:16:59 PM,6:18:59 PM,6:29:59 PM
OD0979,11/15/2024,MG Road,Delivered,COD,10:09:12 AM,10:24:12 AM,10:26:12 AM,10:38:12 AM
OD0084,11/2/2024,HSR Layout,Delivered,Credit Card,11:19:05 AM,11:30:05 AM,11:32:05 AM,11:54:05 AM
OD1447,11/22/2024,Jayanagar,Delivered,Online Payment,8:49:54 PM,9:26:54 PM,9:40:54 PM,10:33:54 PM
OD1638,11/25/2024,Malleswaram,Delivered,UPI,2:52:59 PM,3:12:59 PM,3:15:59 PM,3:28:59 PM
OD0782,11/12/2024,Koramangala,Delivered,UPI,3:58:07 PM,4:13:07 PM,4:15:07 PM,4:33:07 PM
OD0355,11/6/2024,Koramangala,Delivered,UPI,5:04:22 PM,5:19:22 PM,5:21:22 PM,5:40:22 PM
OD1839,11/28/2024,Koramangala,Delivered,UPI,11:20:11 AM,11:34:11 AM,11:36:11 AM,11:52:11 AM
OD0085,11/2/2024,Malleswaram,Delivered,Online Payment,12:59:56 PM,1:20:56 PM,1:22:56 PM,1:37:56 PM
OD1771,11/27/2024,Indiranagar,Delivered,Online Payment,8:13:57 PM,8:37:57 PM,8:39:57 PM,9:03:57 PM
OD1235,11/19/2024,Koramangala,Delivered,Credit Card,4:19:33 PM,5:02:33 PM,5:04:33 PM,5:18:33 PM
OD1905,11/29/2024,Malleswaram,Delivered,UPI,2:50:22 PM,3:09:22 PM,3:11:22 PM,3:24:22 PM
OD1970,11/30/2024,Jayanagar,Delivered,Credit Card,11:36:16 PM,12:31:16 AM,12:32:16 AM,12:50:16 AM
OD1036,11/16/2024,Whitefield,Delivered,Credit Card,2:22:04 PM,2:38:04 PM,2:40:04 PM,2:54:04 PM
OD1299,11/20/2024,Indiranagar,Delivered,COD,6:13:57 PM,7:02:57 PM,7:04:57 PM,7:44:57 PM
OD0980,11/15/2024,Koramangala,Delivered,COD,1:44:16 PM,1:54:16 PM,1:56:16 PM,2:09:16 PM
OD1583,11/24/2024,MG Road,Delivered,UPI,11:34:37 PM,11:55:37 PM,11:57:37 PM,12:08:37 AM
OD1377,11/21/2024,HSR Layout,Delivered,UPI,11:45:12 AM,12:00:12 PM,12:02:12 PM,12:22:12 PM
OD0305,11/5/2024,BTM Layout,Delivered,UPI,12:08:18 PM,12:43:18 PM,12:45:18 PM,12:56:18 PM
OD1513,11/23/2024,Jayanagar,Delivered,UPI,2:26:02 PM,2:48:02 PM,2:50:02 PM,3:02:02 PM
OD0508,11/8/2024,Jayanagar,Delivered,COD,12:53:20 PM,1:49:20 PM,1:52:20 PM,2:02:20 PM
OD1639,11/25/2024,Whitefield,Delivered,Credit Card,5:52:44 PM,6:43:44 PM,6:44:44 PM,7:04:44 PM
OD1640,11/25/2024,BTM Layout,Delivered,Online Payment,9:53:25 PM,10:17:25 PM,10:27:25 PM,10:40:25 PM
OD1448,11/22/2024,MG Road,Delivered,Online Payment,2:46:09 PM,3:00:09 PM,3:02:09 PM,3:14:09 PM
OD0509,11/8/2024,Koramangala,Delivered,UPI,11:30:14 PM,11:45:14 PM,11:46:14 PM,11:59:14 PM
OD0434,11/7/2024,HSR Layout,Delivered,Credit Card,5:05:56 PM,5:18:56 PM,5:20:56 PM,5:35:56 PM
OD0510,11/8/2024,Whitefield,Delivered,COD,9:35:03 PM,9:47:03 PM,9:49:03 PM,10:37:03 PM
OD1514,11/23/2024,Whitefield,Delivered,Credit Card,11:36:40 PM,12:09:40 AM,12:11:40 AM,12:29:40 AM
OD1449,11/22/2024,Malleswaram,Delivered,COD,1:31:46 PM,1:42:46 PM,1:44:46 PM,2:09:46 PM
OD1236,11/19/2024,Indiranagar,Delivered,COD,1:14:19 PM,1:35:19 PM,1:37:19 PM,1:48:19 PM
OD0914,11/14/2024,Brigade Road,Delivered,Online Payment,11:56:32 AM,12:17:32 PM,12:19:32 PM,12:33:32 PM
OD0086,11/2/2024,BTM Layout,Delivered,Online Payment,10:21:13 AM,11:00:13 AM,11:02:13 AM,11:13:13 AM
OD0248,11/4/2024,Brigade Road,Delivered,Online Payment,7:20:01 PM,7:44:01 PM,7:46:01 PM,8:22:01 PM
OD1300,11/20/2024,Whitefield,Delivered,COD,1:04:12 PM,1:44:12 PM,1:46:12 PM,1:56:12 PM
OD0511,11/8/2024,Indiranagar,Delivered,Credit Card,4:26:27 PM,4:54:27 PM,4:56:27 PM,5:08:27 PM
OD0356,11/2/2024,HSR Layout,Delivered,Credit Card,11:56:40 AM,12:08:40 PM,12:10:40 PM,12:34:40 PM
OD2022,11/1/2024,Marathahalli,Delivered,UPI,8:06:00 PM,8:16:00 PM,8:18:00 PM,8:53:00 PM
OD1772,11/27/2024,HSR Layout,Delivered,Online Payment,2:19:25 PM,2:58:25 PM,3:00:25 PM,3:12:25 PM
OD0783,11/12/2024,Malleswaram,Delivered,UPI,9:42:40 AM,10:02:40 AM,10:09:40 AM,10:24:40 AM
OD1773,11/27/2024,Koramangala,Delivered,COD,11:13:56 PM,11:53:56 PM,11:55:56 PM,12:08:56 AM
OD0306,11/5/2024,BTM Layout,Delivered,UPI,2:08:03 PM,2:20:03 PM,2:23:03 PM,2:48:03 PM
OD1037,11/16/2024,Jayanagar,Delivered,COD,10:07:25 AM,10:31:25 AM,10:33:25 AM,10:49:25 AM
OD0784,11/12/2024,Koramangala,Delivered,Credit Card,2:12:32 PM,2:34:32 PM,2:36:32 PM,2:51:32 PM
OD0649,11/10/2024,Whitefield,Delivered,COD,11:51:49 AM,12:14:49 PM,12:16:49 PM,12:32:49 PM
OD0847,11/13/2024,HSR Layout,Delivered,Credit Card,4:00:18 PM,4:11:18 PM,4:13:18 PM,4:26:18 PM
OD1237,11/19/2024,Whitefield,Delivered,Credit Card,8:09:30 PM,8:19:30 PM,8:33:30 PM,8:46:30 PM
OD1450,11/22/2024,HSR Layout,Delivered,UPI,4:25:07 PM,4:49:07 PM,4:53:07 PM,5:08:07 PM
OD1238,11/19/2024,HSR Layout,Delivered,UPI,11:58:28 PM,12:17:28 AM,12:19:28 AM,12:38:28 AM
OD1774,11/27/2024,Whitefield,Delivered,UPI,7:46:27 PM,8:32:27 PM,8:34:27 PM,8:49:27 PM
OD0981,11/15/2024,Indiranagar,Delivered,UPI,4:35:38 PM,4:58:38 PM,5:00:38 PM,5:13:38 PM
OD1840,11/28/2024,Marathahalli,Delivered,UPI,3:21:51 PM,3:52:51 PM,3:54:51 PM,4:11:51 PM
OD1493,11/22/2024,Indiranagar,Cancelled,Not Required,NA,NA,NA,NA
OD1104,11/17/2024,Indiranagar,Delivered,COD,9:48:23 AM,10:26:23 AM,10:28:23 AM,10:49:23 AM
OD1515,11/23/2024,Marathahalli,Delivered,COD,1:47:00 PM,2:30:00 PM,2:32:00 PM,2:51:00 PM
OD1906,11/29/2024,Indiranagar,Delivered,Credit Card,5:59:00 PM,6:09:00 PM,6:11:00 PM,6:23:00 PM
OD0915,11/14/2024,Jayanagar,Delivered,UPI,2:17:27 PM,2:48:27 PM,2:50:27 PM,3:04:27 PM
OD1239,11/19/2024,BTM Layout,Delivered,Online Payment,12:44:27 PM,1:07:27 PM,1:09:27 PM,1:24:27 PM
OD1715,11/24/2024,HSR Layout,Delivered,Credit Card,8:38:24 PM,8:52:24 PM,8:58:24 PM,9:11:24 PM
OD0584,11/9/2024,MG Road,Delivered,Online Payment,9:44:38 PM,10:02:38 PM,10:04:38 PM,10:49:38 PM
OD1716,11/26/2024,MG Road,Delivered,Credit Card,11:31:41 PM,11:41:41 PM,11:43:41 PM,12:03:41 AM
OD0848,11/13/2024,Koramangala,Delivered,COD,8:30:19 PM,9:00:19 PM,9:01:19 PM,9:30:19 PM
OD1451,11/22/2024,MG Road,Delivered,Credit Card,10:00:46 AM,10:10:46 AM,10:12:46 AM,10:54:46 AM
OD0714,11/11/2024,Jayanagar,Delivered,UPI,9:05:19 AM,9:40:19 AM,9:42:19 AM,9:54:19 AM
OD0585,11/9/2024,Whitefield,Delivered,Credit Card,10:53:41 AM,11:52:41 AM,11:54:41 AM,12:05:41 PM
OD1841,11/28/2024,Indiranagar,Delivered,UPI,10:48:52 PM,11:13:52 PM,11:15:52 PM,11:28:52 PM
OD0586,11/9/2024,Malleswaram,Delivered,UPI,10:38:54 AM,11:24:54 AM,11:25:54 AM,11:38:54 AM
OD1516,11/23/2024,Malleswaram,Delivered,COD,9:23:08 AM,10:46:08 AM,10:48:08 AM,10:59:08 AM
OD1180,11/18/2024,BTM Layout,Delivered,Credit Card,10:00:26 AM,10:13:26 AM,10:17:26 AM,10:28:26 AM
OD0587,11/9/2024,Koramangala,Delivered,Credit Card,1:54:28 PM,2:08:28 PM,2:10:28 PM,2:22:28 PM
OD0512,11/8/2024,Whitefield,Delivered,UPI,3:02:41 PM,3:20:41 PM,3:22:41 PM,3:39:41 PM
OD1971,11/30/2024,Koramangala,Delivered,Credit Card,10:35:03 PM,10:57:03 PM,10:59:03 PM,11:12:03 PM
OD1301,11/20/2024,Whitefield,Delivered,COD,7:35:19 PM,8:33:19 PM,8:35:19 PM,9:16:19 PM
OD0087,11/2/2024,Whitefield,Delivered,UPI,11:38:56 PM,12:36:56 AM,12:38:56 AM,12:50:56 AM
OD0785,11/12/2024,Whitefield,Delivered,Credit Card,2:34:59 PM,3:16:59 PM,3:18:59 PM,3:32:59 PM
OD0513,11/8/2024,MG Road,Delivered,Online Payment,9:04:44 AM,9:20:44 AM,9:23:44 AM,9:37:44 AM
OD1302,11/20/2024,BTM Layout,Delivered,Credit Card,9:34:15 PM,9:48:15 PM,9:52:15 PM,10:23:15 PM
OD1105,11/17/2024,BTM Layout,Delivered,COD,9:48:18 AM,10:18:18 AM,10:20:18 AM,10:44:18 AM
OD1181,11/18/2024,HSR Layout,Delivered,Online Payment,7:09:32 PM,7:25:32 PM,7:27:32 PM,7:59:32 PM
OD1038,11/16/2024,Malleswaram,Delivered,Credit Card,6:28:33 PM,7:15:33 PM,7:17:33 PM,7:28:33 PM
